work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,INCIDENT RESPONSE ANALYST,140000,USD,140000,US,100,US,L
2022,SE,FT,CYBER SECURITY ARCHITECT,150000,USD,150000,US,100,US,L
2021,SE,FT,SECURITY RESEARCHER,172500,USD,172500,US,100,US,L
2022,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,120000,USD,120000,US,50,US,L
2022,EX,FT,APPLICATION SECURITY ANALYST,259000,USD,259000,US,50,US,L
2022,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,180000,USD,180000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,250000,USD,250000,US,100,US,L
2022,EN,FT,CYBER THREAT INTELLIGENCE ANALYST,105000,USD,105000,US,100,US,L
2022,SE,FT,IT SECURITY ANALYST,104000,USD,104000,US,100,US,M
2022,SE,FT,SECURITY RESEARCHER,192500,USD,192500,US,100,US,S
2022,EN,FT,PENETRATION TESTER,15240,USD,5965.92,AZ,0,AZ,L
2022,MI,FT,PENETRATION TESTER,35620,EUR,38561,RO,0,RO,S
2021,SE,FT,SECURITY ENGINEER,190000,USD,190000,US,0,US,L
2022,MI,FT,CYBER SECURITY ENGINEER,100000,USD,100000,US,100,US,L
2022,EN,FT,PENETRATION TESTER,15240,USD,10000,AR,100,ES,S
2022,SE,FT,CLOUD SECURITY ARCHITECT,224000,USD,224000,US,100,US,L
2022,SE,FT,CYBER SECURITY ANALYST,125000,USD,125000,US,100,US,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,120000,USD,120000,US,100,US,L
2022,MI,FT,CYBER SECURITY ENGINEER,15240,USD,10000,DZ,50,DZ,M
2022,SE,FT,APPLICATION SECURITY ENGINEER,42000,EUR,45468,RO,100,RO,L
2022,SE,FT,PRINCIPAL SECURITY ENGINEER,215000,USD,215000,US,100,US,L
2022,MI,FT,INFORMATION SECURITY ENGINEER,260000,USD,260000,US,100,US,L
2022,MI,FT,INFORMATION SECURITY ENGINEER,45000,USD,45000,RO,100,RO,L
2022,SE,FT,SECURITY RESEARCHER,300000,BRL,58624,BR,100,AQ,L
2021,EN,FT,PENETRATION TESTER,50000,USD,50000,US,100,US,L
2022,SE,FT,SECURITY CONSULTANT,149000,USD,149000,US,100,US,M
2020,SE,FT,SECURITY ENGINEER,107000,USD,107000,US,0,US,L
2022,SE,FT,SECURITY CONSULTANT,140000,USD,140000,US,100,US,M
2022,SE,FT,SECURITY ENGINEER,232000,CAD,182006,CA,100,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,127000,USD,127000,US,100,US,L
2022,EN,FT,APPLICATION SECURITY ANALYST,50000,USD,50000,AF,100,AX,L
2022,MI,FT,SECURITY OPERATIONS ENGINEER,1078000,INR,18263,IN,100,IN,L
2022,MI,FT,INFORMATION SECURITY ENGINEER,130000,USD,130000,US,100,US,S
2022,SE,FT,INFORMATION SECURITY MANAGER,135000,USD,135000,US,0,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,135000,USD,135000,US,0,US,L
2022,EX,FT,INFORMATION SECURITY ARCHITECT,325000,USD,321950,US,100,US,L
2021,EN,FT,SECURITY RESEARCHER,100000,USD,100000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY COMPLIANCE MANAGER,150000,USD,150000,US,100,US,L
2022,MI,FT,PRODUCT SECURITY ENGINEER,130000,USD,130000,US,100,US,M
2022,SE,FT,INCIDENT RESPONSE ANALYST,135000,USD,135000,US,100,US,M
2022,SE,FT,INCIDENT RESPONSE ANALYST,100000,USD,100000,US,100,US,M
2022,EN,FT,SOC ANALYST,85000,USD,85000,US,0,US,L
2021,SE,FT,INFORMATION SECURITY ANALYST,180000,USD,180000,US,100,US,L
2022,SE,FT,CYBER SECURITY ENGINEER,150000,USD,150000,US,100,US,L
2022,EN,FT,CYBER SECURITY ANALYST,55000,USD,55000,US,0,US,M
2021,SE,FT,INCIDENT RESPONSE ANALYST,175000,USD,175000,US,100,US,M
2022,EN,FT,DEVOPS SECURITY ENGINEER,70000,USD,70000,US,100,US,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,200000,USD,200000,US,100,US,L
2022,MI,FT,CYBER SECURITY ENGINEER,410000,USD,321950,IN,100,IN,L
2022,MI,FT,LEAD SECURITY ENGINEER,60000,GBP,76985,GB,100,GB,L
2022,MI,FT,INFORMATION SECURITY ANALYST,90000,USD,90000,US,100,US,L
2022,EX,FT,INCIDENT RESPONSE MANAGER,201000,USD,201000,US,100,US,L
2022,SE,FT,SECURITY ENGINEER,196000,USD,196000,US,100,US,L
2021,SE,FT,SECURITY RESEARCHER,137000,USD,137000,US,50,US,M
2022,MI,FT,CYBER SECURITY ANALYST,180000,USD,180000,US,100,US,L
2022,MI,FT,APPLICATION SECURITY ENGINEER,250000,USD,250000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY ARCHITECT,128000,USD,128000,US,100,US,L
2022,SE,FT,THREAT INTELLIGENCE ANALYST,150000,USD,150000,US,100,US,L
2022,MI,FT,SECURITY ENGINEER,150000,USD,150000,US,0,US,L
2022,MI,FT,INFORMATION SECURITY MANAGER,180000,USD,180000,US,100,US,L
2022,SE,FT,VULNERABILITY MANAGEMENT ENGINEER,130000,USD,130000,US,0,US,L
2022,MI,FT,INCIDENT RESPONSE ANALYST,127000,USD,127000,US,100,US,L
2022,MI,FT,CLOUD SECURITY ENGINEER,108856,USD,108856,US,0,US,L
2022,MI,FT,CYBER SECURITY SPECIALIST,90000,EUR,97433,DE,50,DE,L
2021,SE,FT,CYBER SECURITY RESEARCHER,315000,BRL,58390,BR,100,BR,L
2022,EX,FT,CHIEF INFORMATION SECURITY OFFICER,48000,EUR,51964,SI,0,SI,M
2022,MI,FT,INCIDENT RESPONSE ANALYST,87000,USD,87000,US,50,US,L
2021,EN,FT,SECURITY OPERATIONS ANALYST,45000,EUR,53192,DE,100,DE,S
2022,EN,FT,PENETRATION TESTER,15240,USD,5965.92,RO,50,RO,M
2022,SE,FT,IT SECURITY ENGINEER,130000,USD,130000,US,50,US,L
2021,SE,FT,LEAD SECURITY ENGINEER,85000,EUR,100474,ES,100,ES,L
2022,SE,FT,SECURITY RESEARCHER,92000,EUR,99598,FR,100,US,L
2022,MI,FT,DEVSECOPS ENGINEER,150000,USD,150000,US,100,US,L
2021,SE,FT,PENETRATION TESTING ENGINEER,160000,USD,160000,US,100,US,L
2021,SE,FT,CYBER SECURITY ENGINEER,150000,USD,150000,US,50,US,L
2021,MI,FT,PENETRATION TESTER,28000,GBP,38513,GB,100,GB,S
2021,MI,FT,INFORMATION SECURITY ANALYST,55000,USD,55000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,260000,USD,260000,US,100,US,L
2021,EX,FT,CYBER SECURITY ARCHITECT,50000,USD,50000,HR,50,HR,L
2022,MI,FT,INFORMATION SECURITY MANAGER,115000,CAD,90218,CA,100,CA,L
2021,SE,FT,INFORMATION SECURITY MANAGER,145000,USD,145000,US,0,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,88000,USD,88000,US,0,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,84000,USD,84000,US,0,US,L
2021,SE,FT,CLOUD SECURITY ENGINEER,120000,USD,120000,US,100,US,M
2022,SE,FT,SECURITY ENGINEER,146000,USD,146000,US,100,US,L
2022,EN,FT,DIGITAL FORENSICS ANALYST,108000,CAD,84727,CA,50,CA,L
2022,EN,FT,APPLICATION SECURITY ANALYST,71500,CAD,56092,CA,0,CA,L
2022,EX,FT,CHIEF INFORMATION SECURITY OFFICER,15240,GBP,15397,GB,100,GB,M
2022,EN,FT,CYBER THREAT ANALYST,60000,USD,60000,US,100,US,M
2022,SE,FT,VULNERABILITY MANAGEMENT ENGINEER,175000,USD,175000,US,100,US,L
2022,SE,FT,CYBER SECURITY ARCHITECT,160000,USD,160000,US,100,US,L
2022,SE,CT,APPLICATION SECURITY ENGINEER,200000,USD,200000,BR,100,CA,L
2022,MI,FT,INFRASTRUCTURE SECURITY ENGINEER,130000,USD,130000,US,100,US,M
2021,SE,FT,INCIDENT RESPONSE ANALYST,150000,AUD,112575,AU,100,AU,L
2021,EN,FT,CYBER SECURITY ANALYST,84300,USD,84300,US,100,US,L
2022,EN,FT,PENETRATION TESTING ENGINEER,50000,USD,50000,US,100,US,S
2022,EN,FT,INCIDENT RESPONSE ANALYST,85000,USD,85000,US,100,US,L
2022,MI,FT,INFORMATION SECURITY MANAGER,171200,USD,171200,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,66000,USD,66000,US,100,US,L
2022,EX,FT,HEAD OF SECURITY,270000,USD,270000,US,50,US,L
2022,MI,FT,INFORMATION SECURITY ANALYST,84583,USD,84583,US,0,US,L
2021,EN,FT,SECURITY ANALYST,70000,USD,70000,US,0,US,L
2022,EN,FT,PENETRATION TESTER,63000,USD,63000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,57000,EUR,61707,NL,100,NL,L
2021,MI,FT,AZURE SECURITY ENGINEER,56400,GBP,77576,GB,100,GB,L
2022,SE,FT,IT SECURITY MANAGER,950000,SEK,97982,SE,0,SE,L
2022,EN,FT,IT SECURITY MANAGER,110000,USD,110000,US,50,US,M
2021,EN,FT,CYBER SECURITY ANALYST,53000,USD,53000,US,50,US,M
2021,EN,FT,SOC ANALYST,55000,USD,55000,US,50,US,S
2021,SE,FT,SECURITY ANALYST,180000,USD,180000,US,100,US,L
2022,SE,FT,THREAT HUNTING LEAD,61000,USD,61000,HU,50,HU,L
2022,MI,FT,SECURITY SPECIALIST,55000,GBP,70569,GB,50,GB,S
2021,MI,FT,CYBER THREAT ANALYST,84000,EUR,99292,DE,50,DE,L
2022,MI,FT,INFORMATION SECURITY OFFICER,15240,USD,5965.92,ET,0,ET,L
2022,EN,FT,INFORMATION SECURITY SPECIALIST,70000,CAD,54915,CA,100,CA,L
2022,SE,FT,INFORMATION SECURITY SPECIALIST,106000,USD,106000,US,100,US,L
2021,MI,FT,SOC ANALYST,56000,GBP,77026,GB,100,GB,L
2022,MI,FT,CYBER SECURITY ENGINEER,98000,USD,98000,US,100,US,L
2020,SE,FT,CYBER THREAT ANALYST,125000,USD,125000,US,50,US,L
2022,SE,FT,CYBER SECURITY ENGINEER,1078000,INR,19568,IN,0,IN,S
2021,SE,FT,INFORMATION SECURITY MANAGER,50000,EUR,59102,IT,100,IT,S
2022,MI,FT,INCIDENT RESPONSE ANALYST,160000,USD,160000,US,100,US,L
2022,SE,FT,SECURITY ANALYST,467000,MXN,23001,MX,100,MX,L
2022,EX,FT,CHIEF INFORMATION SECURITY OFFICER,102500,EUR,110965,DE,100,DE,M
2022,SE,FT,PENETRATION TESTING ENGINEER,150000,USD,150000,US,100,US,M
2022,EN,FT,IT SECURITY ANALYST,76000,USD,76000,US,50,US,L
2022,SE,FT,SECURITY RESEARCHER,480000,ILS,145499,IL,50,IL,M
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,310000,USD,310000,US,50,US,L
2022,MI,FT,INFORMATION SECURITY ANALYST,46000,GBP,59021,GB,100,GB,L
2022,MI,FT,CYBER SECURITY SPECIALIST,65000,EUR,70368,NL,50,NL,L
2022,MI,FT,INCIDENT RESPONSE ANALYST,155000,CAD,121599,CA,100,US,L
2021,MI,FT,INCIDENT RESPONSE MANAGER,99980,USD,99980,US,100,US,L
2021,MI,FT,CYBER THREAT ANALYST,145000,USD,145000,US,100,US,L
2022,EN,FT,CYBER SECURITY SPECIALIST,79000,USD,79000,US,50,US,M
2021,MI,FT,INCIDENT RESPONSE LEAD,120000,USD,120000,US,100,US,L
2022,EX,FT,HEAD OF SECURITY,210000,USD,210000,US,100,US,L
2022,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,125000,USD,125000,US,100,US,M
2022,SE,FT,SECURITY ANALYST,115000,USD,115000,US,100,US,L
2021,SE,FT,INCIDENT RESPONSE LEAD,225000,USD,225000,US,100,US,L
2022,SE,FT,CYBER SECURITY ENGINEER,38000,EUR,41138,ES,100,ES,M
2022,EN,FT,SOC ANALYST,52000,CAD,40794,CA,100,CA,L
2022,EX,FT,CHIEF INFORMATION SECURITY OFFICER,250000,EUR,270647,IT,50,IT,L
2022,SE,FT,DETECTION ENGINEER,710000,GBP,321950,GB,100,GB,L
2022,EX,FT,INFORMATION SECURITY MANAGER,153000,USD,153000,US,100,US,L
2020,MI,FT,INCIDENT RESPONSE LEAD,38000,EUR,43338,IE,100,IE,L
2022,SE,FT,CORPORATE SECURITY ENGINEER,180000,USD,180000,US,100,US,M
2021,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,120000,USD,120000,US,100,US,L
2022,MI,FT,CYBER SECURITY ANALYST,107000,USD,107000,US,100,US,L
2022,SE,FT,SECURITY ENGINEERING MANAGER,20000,USD,20000,PK,0,PK,L
2022,EN,FT,CYBER SECURITY ANALYST,65000,USD,65000,US,100,US,L
2021,SE,FT,PENETRATION TESTER,150000,USD,150000,CA,100,CA,S
2022,SE,FT,SECURITY ANALYST,57000,GBP,73135,GB,100,GB,L
2021,SE,FT,SECURITY ENGINEERING MANAGER,305000,USD,305000,US,100,US,L
2022,SE,FT,SECURITY RESEARCHER,500000,USD,321950,US,100,US,L
2021,SE,FT,INFORMATION SYSTEMS SECURITY ENGINEER,125000,USD,125000,US,100,US,L
2022,EN,FT,CYBER THREAT INTELLIGENCE ANALYST,51000,GBP,65437,GB,50,GB,L
2021,SE,FT,STAFF SECURITY ENGINEER,140000,USD,140000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY ARCHITECT,297000,USD,297000,US,50,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,46560,USD,46560,US,100,US,L
2022,SE,FT,CYBER SECURITY ANALYST,96000,USD,96000,US,100,US,L
2022,SE,FT,PENETRATION TESTER,130000,USD,130000,US,100,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,100000,GBP,128308,GB,100,NO,L
2021,SE,FT,SECURITY ENGINEERING MANAGER,71500,GBP,98346,GB,100,NO,L
2021,SE,CT,CYBER SECURITY SPECIALIST,260000,PLN,67307,PL,100,PL,S
2022,EN,FT,CYBER THREAT INTELLIGENCE ANALYST,36500,EUR,39514,FR,50,FR,L
2022,SE,FT,SECURITY RESEARCHER,82000,EUR,88772,DE,100,US,L
2022,SE,FT,CYBER SECURITY ANALYST,129000,USD,129000,US,100,US,L
2022,SE,FT,CYBER SECURITY ENGINEER,155000,USD,155000,US,100,US,L
2021,SE,FT,CYBER SECURITY ARCHITECT,125000,USD,125000,US,100,US,L
2020,EN,FT,SOC ANALYST,73000,USD,73000,US,0,US,M
2021,SE,FT,CYBER SECURITY ENGINEER,170000,USD,170000,US,100,US,L
2022,EN,FT,CYBER SECURITY ANALYST,70000,USD,70000,US,100,US,M
2021,MI,FT,INFORMATION SECURITY ANALYST,98000,USD,98000,US,100,US,L
2022,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,143000,USD,143000,US,100,US,L
2021,MI,FT,SECURITY ENGINEER,83500,USD,83500,US,0,US,L
2022,MI,FT,SECURITY OPERATIONS ANALYST,120000,USD,120000,US,100,US,L
2022,MI,FT,SECURITY ENGINEER,120000,USD,120000,US,100,US,M
2022,MI,FT,CYBER SECURITY ANALYST,20100,USD,20100,CR,100,US,L
2022,EX,FT,SECURITY RESEARCHER,240000,USD,240000,US,100,US,L
2021,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,97000,USD,97000,US,100,US,L
2022,SE,FT,THREAT INTELLIGENCE RESPONSE ANALYST,220000,USD,220000,US,100,US,L
2022,EX,FT,CYBER THREAT INTELLIGENCE ANALYST,287500,USD,287500,US,50,US,L
2022,SE,FT,PENETRATION TESTER,150000,USD,150000,US,100,US,M
2021,SE,FT,CYBER SECURITY ENGINEER,120000,USD,120000,US,100,US,L
2021,SE,FT,THREAT INTELLIGENCE ANALYST,157000,USD,157000,US,100,US,L
2021,SE,FT,THREAT INTELLIGENCE ANALYST,208000,USD,208000,JP,100,US,L
2022,SE,FT,SECURITY SPECIALIST,100500,USD,100500,US,100,US,L
2021,EX,FT,INCIDENT RESPONSE MANAGER,175000,USD,175000,US,100,US,L
2022,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,150000,USD,150000,US,100,US,L
2021,SE,FT,CYBER THREAT ANALYST,125000,USD,125000,US,100,US,L
2022,SE,FT,IT SECURITY MANAGER,190000,USD,190000,US,50,US,L
2022,EN,FT,SECURITY ANALYST,65000,USD,65000,US,100,US,L
2022,MI,FT,SECURITY RESEARCHER,160000,USD,160000,US,50,US,S
2022,MI,FT,CYBER SECURITY ANALYST,90000,USD,90000,US,100,US,S
2022,SE,FT,DETECTION ENGINEER,360000,USD,321950,US,100,US,L
2022,SE,FT,DETECTION ENGINEER,200000,USD,200000,US,100,US,L
2021,EN,FT,SOC ANALYST,32000,EUR,37825,PT,100,PT,L
2022,MI,FT,CLOUD SECURITY ENGINEER,120000,USD,120000,US,100,US,L
2022,EN,FT,CYBER SECURITY ANALYST,34000,USD,34000,US,100,US,L
2022,EN,FT,CLOUD SECURITY ARCHITECT,67000,GBP,85966,NG,100,GB,M
2022,SE,FT,OFFENSIVE SECURITY ENGINEER,40000,GBP,51323,IE,100,GB,S
2022,MI,FT,PENETRATION TESTER,165000,USD,165000,US,100,US,M
2022,SE,FT,CYBER SECURITY ENGINEER,173000,USD,173000,US,50,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,109000,USD,109000,US,0,US,L
2022,MI,FT,THREAT INTELLIGENCE ANALYST,126000,USD,126000,US,0,US,M
2022,MI,FT,INFORMATION SECURITY ANALYST,230000,USD,230000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY SPECIALIST,112000,USD,112000,US,100,US,M
2022,SE,FT,CYBER SECURITY ANALYST,130000,USD,130000,US,50,US,L
2022,SE,FT,ENTERPRISE SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2022,EN,FT,CYBER SECURITY ANALYST,58000,USD,58000,US,100,US,S
2021,MI,FT,VULNERABILITY MANAGEMENT ENGINEER,69000,USD,69000,US,100,US,L
2022,MI,FT,CYBER SECURITY SPECIALIST,145000,USD,145000,US,50,US,L
2022,MI,FT,INFORMATION SECURITY OFFICER,61000,USD,61000,US,0,US,M
2021,EN,FT,INFORMATION SECURITY ANALYST,70000,USD,70000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY ARCHITECT,126000,USD,126000,US,50,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,67000,EUR,72533,DE,100,DE,L
2021,EX,FT,HEAD OF SECURITY,145000,USD,145000,US,100,US,L
2022,MI,FT,CYBER SECURITY ANALYST,74900,USD,74900,US,0,US,L
2021,MI,FT,PENETRATION TESTER,55000,EUR,65013,DE,100,DE,M
2021,SE,FT,CYBER SECURITY ANALYST,87000,USD,87000,AE,50,US,L
2021,EN,FT,CYBER SECURITY ENGINEER,65000,USD,65000,US,100,US,L
2021,MI,FT,SECURITY RESEARCHER,45000,EUR,53192,PT,100,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,143000,USD,143000,US,50,US,L
2022,SE,FT,VULNERABILITY ANALYST,165000,USD,165000,US,100,US,L
2022,MI,FT,ETHICAL HACKER,700000,NOK,75658,NO,50,NO,L
2022,SE,FT,INFORMATION SECURITY MANAGER,130000,EUR,140736,DE,100,DE,L
2021,MI,FT,SECURITY SPECIALIST,130000,USD,130000,US,100,US,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,125000,USD,125000,US,100,US,L
2022,SE,FT,INCIDENT RESPONSE LEAD,112000,USD,112000,US,50,US,L
2022,SE,FT,SECURITY ENGINEER,119500,USD,119500,US,100,US,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,220500,USD,220500,US,100,US,L
2022,EN,FT,SECURITY ANALYST,70000,USD,70000,US,100,US,L
2022,SE,FT,IT SECURITY MANAGER,172000,USD,172000,US,100,US,L
2022,SE,FT,PENETRATION TESTER,118000,USD,118000,US,100,US,S
2021,SE,FT,CYBER SECURITY ENGINEER,130000,EUR,153667,NL,100,US,L
2022,EX,FT,CHIEF INFORMATION SECURITY OFFICER,300000,BRL,58624,BR,100,BR,L
2021,EN,FT,CYBER SECURITY ANALYST,50000,BRL,9268,BR,100,BR,L
2021,MI,FT,CYBER SECURITY ANALYST,73300,USD,73300,US,0,US,L
2022,MI,FT,PENETRATION TESTER,143000,USD,143000,US,100,US,L
2022,EX,FT,THREAT INTELLIGENCE RESPONSE ANALYST,300000,USD,300000,GB,100,RU,L
2021,SE,FT,PENETRATION TESTER,105000,USD,105000,US,100,US,S
2022,SE,FT,LEAD SECURITY ENGINEER,200000,GBP,256617,GB,0,GB,L
2022,MI,FT,PENETRATION TESTER,42000,USD,42000,CZ,50,CZ,L
2022,SE,FT,INCIDENT RESPONSE LEAD,1078000,IDR,34432,ID,100,ID,L
2022,EN,FT,INFORMATION SECURITY ENGINEER,41000,EUR,44386,FR,0,FR,L
2022,SE,FT,CYBER SECURITY ENGINEER,105000,USD,105000,US,0,US,S
2022,EX,FT,HEAD OF SECURITY,360000,BRL,70348,BR,100,BR,L
2022,MI,FT,SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2022,SE,FT,DEVOPS SECURITY ENGINEER,180000,BRL,35174,BR,100,BR,L
2021,EN,FT,PENETRATION TESTER,42000,EUR,49646,DE,50,DE,L
2021,EN,FT,CYBER SECURITY ANALYST,40000,USD,40000,AE,100,AE,L
2021,SE,FT,INFORMATION SECURITY ARCHITECT,100000,EUR,118205,IE,100,IE,L
2021,SE,FT,CHIEF INFORMATION SECURITY OFFICER,100000,GBP,137547,GB,100,GB,L
2021,SE,FT,INFORMATION SECURITY ANALYST,200000,CHF,218742,CH,100,CH,L
2022,EN,CT,SOC ANALYST,70000,USD,70000,US,100,US,L
2022,EN,FT,THREAT INTELLIGENCE ANALYST,85000,USD,85000,US,100,US,L
2022,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,181000,USD,181000,US,100,US,L
2022,SE,FT,INCIDENT RESPONSE LEAD,224000,USD,224000,US,100,US,L
2022,SE,FT,INFORMATION SECURITY ARCHITECT,286000,BRL,55888,BR,100,US,L
2022,SE,FT,CYBER SECURITY ANALYST,180000,BRL,35174,BR,100,BR,L
2022,EX,FT,HEAD OF SECURITY,220000,USD,220000,US,100,US,L
2022,SE,FT,INFORMATION SECURITY MANAGER,174000,BRL,34001,BR,100,BR,L
2022,SE,FT,DEVOPS SECURITY ENGINEER,120000,CAD,94141,CA,100,CA,L
2021,SE,FT,SECURITY SPECIALIST,211000,USD,211000,US,100,US,L
2022,SE,FT,CLOUD SECURITY ARCHITECT,110000,USD,110000,US,100,US,L
2022,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,200000,USD,200000,US,100,US,L
2021,MI,FT,PRODUCT SECURITY ENGINEER,170000,USD,170000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,135000,USD,135000,US,100,US,L
2022,EX,FT,THREAT INTELLIGENCE ANALYST,189000,USD,189000,US,100,US,L
2021,EX,FT,HEAD OF SECURITY,173000,USD,173000,US,100,US,M
2022,SE,FT,INCIDENT RESPONSE LEAD,249000,USD,249000,US,100,US,L
2022,SE,FT,IT SECURITY MANAGER,140000,USD,140000,US,100,US,L
2022,SE,CT,DETECTION ENGINEER,135000,USD,135000,US,50,US,L
2022,EN,FT,THREAT INTELLIGENCE ANALYST,104000,AUD,74289,AU,100,AU,L
2022,SE,FT,INCIDENT RESPONSE MANAGER,600000,USD,321950,US,100,US,L
2021,MI,FT,INFORMATION SECURITY SPECIALIST,100000,USD,100000,US,50,US,L
2021,SE,FT,NETWORK SECURITY ENGINEER,102000,USD,102000,US,50,US,L
2022,MI,FT,INFORMATION SECURITY ANALYST,60000,USD,60000,US,100,US,M
2022,SE,FT,SECURITY ENGINEERING MANAGER,183000,USD,183000,US,100,US,L
2022,SE,FT,CLOUD SECURITY ARCHITECT,190000,USD,190000,US,100,US,L
2022,MI,FT,INFORMATION SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2021,SE,FT,CYBER SECURITY ARCHITECT,110000,EUR,130026,NL,100,NL,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,175000,USD,175000,US,100,US,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,1078000,INR,16228,IN,0,IN,L
2022,MI,FT,PRIVACY MANAGER,150000,USD,150000,US,100,US,M
